iter	Logloss
186	0.679850531
187	0.6798059123
188	0.6797336155
189	0.6797043229
190	0.679659029
191	0.6796201666
192	0.6795550395
193	0.6795031521
194	0.6794721157
195	0.6794314263
196	0.6794072464
197	0.6793612918
198	0.6793163948
199	0.6792699662
200	0.6792177538
201	0.6791758832
202	0.6791282121
203	0.6790886972
204	0.6790463552
205	0.6790103427
206	0.6789728712
207	0.6789596067
208	0.6789444634
209	0.6789075318
210	0.6788705836
211	0.6788369694
212	0.6787986524
213	0.6787597508
214	0.6787098886
215	0.6786758915
216	0.6786598884
217	0.6786261353
218	0.6785839166
219	0.6785402816
220	0.6784907719
221	0.6784475606
222	0.6784117487
223	0.6783615463
224	0.6783179293
225	0.6782866033
226	0.6782335476
227	0.6782103017
228	0.6781725576
229	0.6781230819
230	0.6780961974
231	0.6780544667
232	0.678014104
233	0.6779719036
234	0.6779410883
235	0.6779390488
236	0.6779140132
237	0.6778824252
238	0.6778505856
239	0.6778099522
240	0.677743361
241	0.67771567
242	0.6776841269
243	0.6776504695
244	0.6776041819
245	0.6775492145
246	0.6774902801
247	0.6774474788
248	0.6774062915
249	0.6774022265
250	0.6773553954
251	0.6773094456
252	0.6772792856
253	0.6772715454
254	0.6772297918
255	0.6771996945
256	0.677165423
257	0.6771236075
258	0.6770980367
259	0.6770369379
260	0.6769930432
261	0.6769631727
262	0.6769504232
263	0.6769215992
264	0.6768572933
265	0.6768252786
266	0.6767971504
267	0.6767731157
268	0.6767532323
269	0.6767199307
270	0.6766750245
271	0.6766470412
272	0.6766069687
273	0.67657834
274	0.6765456272
275	0.6765450664
276	0.6765301947
277	0.676489164
278	0.6764553745
279	0.6764168
280	0.6763834829
281	0.6763556783
282	0.6763227589
283	0.6762680117
284	0.6762264296
285	0.6762202303
286	0.6762145588
287	0.6761861566
288	0.6761424837
289	0.6761383555
290	0.676105371
291	0.6760753578
292	0.6760417845
293	0.6760109343
294	0.6759919413
295	0.6759571139
296	0.6759178405
297	0.6758750769
298	0.6758441759
299	0.6758019337
300	0.6757702818
301	0.6757260985
302	0.6757184524
303	0.6756721517
304	0.6756417199
305	0.6755854066
306	0.6755239328
307	0.6755065952
308	0.6754791342
309	0.67543613
310	0.6754045797
311	0.6753792886
312	0.6753462105
313	0.6753124737
314	0.6752849688
315	0.6752555504
316	0.6752092824
317	0.6751870662
318	0.6751676686
319	0.6751533914
320	0.6751490292
321	0.6751067353
322	0.675063311
323	0.6750064278
324	0.6749686208
325	0.6749305566
326	0.6749139944
327	0.6748833227
328	0.6748593929
329	0.6748319972
330	0.6747857528
331	0.6747562576
332	0.6747340665
333	0.6746961284
334	0.6746587343
335	0.6746388756
336	0.6746067004
337	0.6745723985
338	0.6745454632
339	0.6745231505
340	0.6745069656
341	0.6744468436
342	0.6744172648
343	0.6743882888
344	0.6743523799
345	0.6743124243
346	0.6742767883
347	0.6742151633
348	0.6741890595
349	0.674182058
350	0.6741348587
351	0.6741135996
352	0.6740901558
353	0.6740537851
354	0.6740283514
355	0.6739976857
356	0.6739719454
357	0.6739305694
358	0.67389042
359	0.6738504358
360	0.6738303355
361	0.6737891685
362	0.6737701031
363	0.673744685
364	0.6737161841
365	0.6736840067
366	0.6736841909
367	0.6736526777
368	0.6736151258
369	0.6735460078
370	0.6735067198
371	0.673481516
372	0.6734508333
373	0.6734217036
374	0.673391989
375	0.6733682717
376	0.6733672588
377	0.6733236349
378	0.6732860186
379	0.6732662648
380	0.6732395353
381	0.6732350422
382	0.6732046259
383	0.6731640966
384	0.6731494355
385	0.6731253294
386	0.6730916826
387	0.6730595048
388	0.6730369475
389	0.6730194756
390	0.6729848175
391	0.6729602617
392	0.6729409606
393	0.6729146442
394	0.6728942994
395	0.6728467775
396	0.6728151505
397	0.6727968525
398	0.6727601354
399	0.6727369998
400	0.6727161946
401	0.6726879885
402	0.6726517636
403	0.6726155916
404	0.6725850106
405	0.6725767861
406	0.6725500336
407	0.6725274725
408	0.6724943676
409	0.6724631577
410	0.6724223491
411	0.6723800552
412	0.6723312064
413	0.672299212
414	0.672284233
415	0.6722750903
416	0.6722449519
417	0.6722173721
418	0.6721924643
419	0.6721684246
420	0.6721377229
421	0.6720982037
422	0.672067977
423	0.6720625364
424	0.6720393431
425	0.6720081086
426	0.6719502848
427	0.6719295335
428	0.6718877607
429	0.6718611302
430	0.6718301288
431	0.6718008906
432	0.6717733045
433	0.6717539089
434	0.671732319
435	0.6717256004
436	0.6716999521
437	0.6716961006
438	0.6716727744
439	0.6716512168
440	0.6716255468
441	0.6716010265
442	0.6715685398
443	0.6715485374
444	0.6715125934
445	0.6714978688
446	0.6714710486
447	0.6714473413
448	0.6714291075
449	0.6713954211
450	0.6713739838
451	0.6713468236
452	0.6713281729
453	0.6713022288
454	0.6712684459
455	0.6712393939
456	0.671213972
457	0.671184047
458	0.6711363525
459	0.6711043221
460	0.6710759518
461	0.6710404956
462	0.6709952081
463	0.6709736702
464	0.6709605449
465	0.670923932
466	0.6709005251
467	0.6708643519
468	0.6708291365
469	0.6708103459
470	0.6707941451
471	0.6707627109
472	0.6707421102
473	0.670724667
474	0.6707028318
475	0.6706839397
476	0.670663005
477	0.6706539707
478	0.6706351543
479	0.6706079427
480	0.670569047
481	0.6705457203
482	0.670521002
483	0.6705014213
484	0.6704784071
485	0.6704354399
486	0.6704170188
487	0.6703826063
488	0.6703501485
489	0.6703247936
490	0.6703062309
491	0.6702857115
492	0.670254477
493	0.6702327907
494	0.6702018208
495	0.6701810786
496	0.6701493884
497	0.6701109439
498	0.6700651585
499	0.6700388862
